,ID,lbm_2002,lbm_2008,lbm_2012,lbm_2014,lbm_2016,lbm_2018,lbm_2020,lbm_2022,cluster
8111,BU08240202,3.943609786,3.945242177,3.992393198,4.07009823,4.097446767,4.133020114,4.137262435,4.176594842,4
8112,BU08240301,4.388190966,4.418546624,4.421507757,4.375044914,4.356633918,4.328403684,4.321653229,4.328054628,0
8113,BU08240401,4.37715728,4.331734937,4.307807001,4.282437169,4.352824122,4.313724509,4.365615349,4.357599237,0
8114,BU08240402,4.039655003,4.18614394,4.192296069,4.065994,4.073111567,4.173656552,4.293421223,4.268868484,1
8115,BU08240501,4.081216976,4.199266788,4.207791341,4.244561681,4.256854935,4.259555885,4.260697258,4.28707795,2
8116,BU08240601,4.15805451,4.259164353,4.246988689,4.320785011,4.386815065,4.370188255,4.36326696,4.362533291,2
8117,BU08240701,4.107452809,4.112793338,4.125441509,4.137885301,4.198044489,4.154491222,4.164083522,4.191880457,1
8118,BU08240801,4.111330343,4.109964041,4.130704411,4.134225292,4.157527139,4.165133706,4.172947203,4.190614766,1
8119,BU08240802,4.02677012,4.013927379,4.084016805,4.00406254,4.064703332,4.08193977,4.066471843,4.079398275,4
8120,BU08240803,3.989865039,4.006161307,4.03469523,4.060743757,4.047167007,4.095419683,4.128822862,4.103382514,4
8121,BU08240901,4.352195736,4.372140015,4.362921361,4.394420461,4.348435109,4.415417339,4.411682818,4.405900474,0
8122,BU08240902,4.229010508,4.236216188,4.212921486,4.236204486,4.239997912,4.25733116,4.271868578,4.267396304,2
8123,BU08240903,4.142130809,4.187242585,4.205601902,4.204603742,4.181433462,4.206748954,4.238499609,4.244802072,2
8124,BU08240904,4.147983448,4.182150559,4.203742345,4.212903354,4.197962746,4.258495893,4.269571854,4.286073554,2
8125,BU08241001,4.143473901,4.155778189,4.181967798,4.259113055,4.24212613,4.313167544,4.290329014,4.353430311,2
8126,BU08241102,4.189903559,4.216876437,4.202850926,4.24424498,4.250595034,4.253209303,4.274252989,4.29510477,2
8127,BU08241103,4.366544978,4.41677127,4.385145761,4.37787829,4.304773791,4.367649601,4.352018607,4.378268114,0
8128,BU08241104,3.983353789,4.036837128,4.050131659,4.059909949,4.108282345,4.096328284,4.126696872,4.118939328,4
8129,BU08241201,4.165368265,4.2060585,4.162296597,4.192758303,4.256271105,4.28217161,4.217891922,4.225307937,2
8130,BU08241301,4.135658151,4.130255443,4.133682861,4.173112125,4.197814335,4.200793411,4.262094213,4.251717836,1
8131,BU08241302,4.111193995,4.154469006,4.136805231,4.156133848,4.213106596,4.228629091,4.25251842,4.253053942,1
8132,BU08241402,4.347431489,4.294312795,4.315358545,4.247941239,4.324376911,4.270468186,4.283849526,4.294521351,2
8133,BU08241501,4.265778781,4.269625537,4.269724099,4.270289739,4.290040321,4.286854305,4.278858665,4.348048715,2
8134,BU08241601,4.003667843,4.162255575,4.165906624,4.257811345,4.288199675,4.312685814,4.260830015,4.32271298,2
8135,BU08241701,4.045641853,4.174907674,4.142976964,4.229333882,4.273672491,4.274653352,4.241608113,4.224318232,2
8136,BU08241901,4.273675331,4.357570029,4.367956261,4.403891651,4.452406832,4.382584884,4.394678809,4.314829799,0
8137,BU08242001,4.183795314,4.21024222,4.211835511,4.208955255,4.211096421,4.231190293,4.226682488,4.249450311,2
8138,BU08242002,4.127876603,4.143709608,4.147902518,4.1527699,4.14884135,4.161510979,4.185110138,4.195769382,1
8139,BU08242003,4.165508587,4.158700232,4.176860855,4.181975475,4.214800912,4.194268588,4.230982649,4.221222209,1
8140,BU08242004,4.221170255,4.24552986,4.207141849,4.172586817,4.218124924,4.226702298,4.22344553,4.243491192,2
8141,BU08242005,4.189264198,4.14465411,4.161821703,4.186023831,4.223121812,4.181947431,4.241107168,4.157851072,1
8142,BU08260000,4.128476151,4.111644143,4.116619268,4.118109125,4.140633313,4.131990198,4.1342195,4.168196963,1
8143,BU08260100,4.054815871,4.02949213,4.074082726,4.035908995,4.081863475,4.080228237,4.131622113,4.097046265,4
8144,BU08260101,4.058164394,4.019201035,3.995583471,3.968639926,3.993067247,4.028952399,4.048207937,4.044229293,4
8145,BU08260102,4.243464699,4.226440929,4.225668855,4.194305705,4.207583085,4.26273188,4.282224392,4.267978455,2
8146,BU08260200,4.160066329,4.161878688,4.163954326,4.165736686,4.224852509,4.202106805,4.223943941,4.247530367,1
8147,BU08260201,4.298432054,4.267356918,4.232835035,4.212694413,4.210477627,4.222558372,4.250327011,4.273948775,2
8148,BU08260300,4.02397552,4.023997457,4.034668144,4.028672877,4.067252334,4.033886903,4.061735614,4.088424601,4
8149,BU08260301,3.991880448,4.012835433,4.060118262,4.062296595,4.081522954,4.079130195,4.085026124,4.118712425,4
8150,BU08260400,4.157736398,4.187729038,4.194077744,4.178918805,4.204882526,4.210682813,4.185551033,4.215665247,1
8151,BU08260401,3.980552484,4.040061269,4.103870656,4.089938016,4.130088141,4.126390297,4.115855875,4.128364755,1
8152,BU08260500,3.925937371,3.929679634,3.908791872,3.872676942,3.878265183,3.884764346,3.932712166,3.97488458,3
8153,BU08260501,3.926354616,3.890397333,3.891793082,3.855518801,3.861395724,3.840531344,3.888604846,3.950262566,3
8154,BU08260502,4.027707297,3.995987537,3.991712708,3.940963781,3.999264146,3.969711324,3.99400175,4.103790843,4
8155,BU08260503,4.10044823,4.108078103,4.120112134,4.131115947,4.169271989,4.15068092,4.200263545,4.243527282,1
8156,BU08260504,4.318273352,4.333986488,4.308308368,4.352761632,4.349911658,4.360451021,4.379527789,4.433848157,0
8157,BU08260505,3.919379272,3.969837719,3.995543458,4.037946693,3.982557819,3.978699171,4.03724991,4.063048673,4
8158,BU08260600,4.032536747,4.021738688,4.061524347,4.114886299,4.116032193,4.111269902,4.140548383,4.190317934,1
8159,BU08260601,4.024843933,4.002950796,4.04372274,4.025147817,4.026642602,4.049770832,4.045602208,4.116848495,4
8160,BU08260602,3.897040672,3.91157285,3.942611512,3.961186672,4.033948951,4.012622279,4.029493024,4.067380996,4
8161,BU08260603,3.957506069,3.93843537,3.986120797,3.982311584,4.057524148,4.046438379,4.035003826,4.057313882,4
8162,BU08260604,3.968452408,3.965896322,3.952306718,3.957655135,4.018610645,3.994431847,4.001727271,4.022099962,4
8163,BU08260605,4.00887805,3.997027151,4.01195775,4.057067779,4.094714666,4.081002526,4.093600164,4.146423864,4
8164,BU08260606,3.987386766,3.940958239,3.958135533,3.981391723,4.031875299,3.993594055,3.995129607,4.003013623,4
8165,BU08260607,4.059150254,4.001136553,4.018789972,4.056236717,4.078323223,4.069293394,4.079194229,4.110526852,4
8166,BU08260700,4.185440758,4.192663513,4.197670705,4.22002008,4.26021123,4.226937696,4.247624969,4.277026024,2
8167,BU08260701,4.083406271,4.1001423,4.09585916,4.057590378,4.060823122,4.08781611,4.118059853,4.151344674,1
8168,BU08260702,4.123698368,4.148844241,4.226583451,4.214550194,4.232626227,4.253137855,4.296942587,4.326747575,2
8169,BU08260800,3.971286056,3.943181629,3.976826717,4.143591268,4.222577129,4.171064099,4.236619775,4.233463583,1
8170,BU08260900,4.216744234,4.220772428,4.215314673,4.13291565,4.251178762,4.066243627,4.119909625,4.057138989,1
8171,BU08260901,3.94796556,3.925569718,3.662202654,3.5185649,3.680599979,3.930688204,3.977802186,3.856834764,3
8172,BU08260902,4.731895796,4.620801533,4.720939875,3.831186697,4.660922479,3.809041554,3.830494352,3.738389212,2
8173,BU08261001,4.359346662,4.357697672,4.349006868,4.355979313,4.41616908,4.374690553,4.4525765,4.437779025,0
8174,BU08261100,4.271765329,4.247456417,4.258727707,4.2040445,4.229850853,4.237486247,4.242024177,4.27331437,2
8175,BU08261109,4.256123854,4.235711299,4.245068499,4.213842297,4.244489015,4.292510579,4.257857401,4.314457747,2
8176,BU08261200,4.205499731,4.189460014,4.191672435,4.157828793,4.20676543,4.202447966,4.209842083,4.23822709,1
8177,BU08261208,4.253647149,4.226392733,4.221172492,4.168144059,4.207294756,4.240867814,4.204311812,4.17526962,2
8178,BU08261209,4.111211548,4.086828882,4.088255888,4.095609579,4.155601744,4.18712481,4.175316297,4.190185776,1
8179,BU08261300,4.13478316,4.133966283,4.147227326,4.135401124,4.163503433,4.18128048,4.207254553,4.238118353,1
8180,BU08261307,4.171236222,4.199219141,4.197024699,4.228695303,4.241873236,4.274535174,4.249111731,4.312526678,2
8181,BU08261308,4.102913809,4.0152162,4.030865141,4.169820142,4.196380348,4.228006544,4.219074155,4.344643535,1
8182,BU08261309,4.310290909,4.224129141,4.207251767,4.230799343,4.265899091,4.267771271,4.251204849,4.287768496,2
8183,BU08280000,4.128680384,4.146247921,4.128288522,4.050945558,4.069157406,4.088326031,4.082621648,4.083666196,1
8184,BU08280001,4.140080487,4.178183756,4.138170457,4.046687165,4.045370936,4.068118872,4.062179231,4.062816976,4
8185,BU08280002,4.113078361,4.148281252,4.123728234,4.027077116,4.044299667,4.046318397,4.078117718,4.084951637,4
8186,BU08280100,4.104481907,4.119762191,4.116706674,4.009593111,3.999342092,4.011033042,4.023985905,4.014170039,4
8187,BU08280101,4.138403429,4.134067869,4.165091359,4.060544434,4.020475022,4.069654617,4.094253327,4.095781898,1
8188,BU08280102,4.043221043,4.040346828,4.017908482,3.894417563,3.87956833,3.944062961,3.959313199,3.919304959,3
8189,BU08280103,4.009983067,4.066057038,4.018536323,3.878355939,3.87327731,3.928229497,3.945245755,3.924179846,3
8190,BU08280104,4.016228238,4.07341003,4.028498177,3.908271478,3.89093966,3.961553445,4.002730827,4.017528194,4
8191,BU08280105,4.031328602,4.051523873,4.020876385,3.884983099,3.913367372,3.950239145,3.990818375,4.003958359,4
8192,BU08280106,4.023273511,4.018680682,4.228470075,4.212938574,4.197275331,4.20615992,4.20703965,4.193792202,1
8193,BU08280200,4.236955945,4.187649052,4.218821146,4.108044844,4.250422829,4.073187873,4.085691979,4.103979042,1
8194,BU08280201,4.022989521,4.181966599,4.215850567,4.128609423,4.166454936,4.156535959,4.073565211,4.095180189,1
8195,BU08280202,4.148748479,4.2265389,4.181557735,4.181856147,4.233508706,4.21339393,4.181365693,4.131943012,1
8196,BU08280300,4.136612995,4.136888143,4.155665693,4.098110302,4.166036537,4.163127679,4.131800833,4.153825074,1
8197,BU08280301,4.184522386,4.162602194,4.163575474,4.131919827,4.205881432,4.238935962,4.2181965,4.224790858,1
8198,BU08280302,3.885928738,3.981815373,3.961928807,3.91617907,3.927489199,3.96552268,3.994600464,4.023471473,4
8199,BU08280303,4.009613942,4.011438097,4.045171841,3.934209149,3.983296969,4.045167502,4.041741319,3.986519493,4
8200,BU08280304,4.17475785,4.159350525,4.165777834,4.057745367,4.144848119,4.141601464,4.120625135,4.138414001,1
8201,BU08280305,4.188674896,4.164084538,4.166927044,4.122704766,4.14849243,4.176163937,4.204199066,4.178169282,1
8202,BU08280306,4.326883041,4.311878699,4.324069301,4.354700011,4.377781065,4.399917907,4.417265148,4.400408349,0
8203,BU08280307,4.260216721,4.263507522,4.272853171,4.301288122,4.305305849,4.383005966,4.38555926,4.362461036,2
8204,BU08280400,4.118470894,4.138681375,4.131775789,4.135592622,4.156330366,4.159224994,4.159317562,4.163664165,1
8205,BU08280401,4.046563058,4.056231241,4.048117951,4.00071679,4.012925508,4.014977123,4.011421953,4.011091241,4
8206,BU08280402,4.234772077,4.234140403,4.200282721,4.17203726,4.193792009,4.216858439,4.211272062,4.229522606,2
8207,BU08280403,4.211507751,4.231039852,4.210488587,4.181306072,4.206791267,4.229763625,4.221475879,4.229034128,2
8208,BU08280404,4.302257038,4.335791482,4.269345294,4.1953568,4.205384333,4.208467683,4.219955802,4.225347815,2
8209,BU08280500,4.10657078,4.135830319,4.019277271,4.090114167,4.114601326,4.109444603,4.154171797,4.109997447,1
8210,BU08280600,3.959430577,3.975734614,3.969342116,4.011731056,4.039148827,4.038199395,4.011381087,4.048801762,4
8211,BU08280601,4.00000894,4.05295479,4.089764391,4.066682057,4.062178719,4.090935486,4.05199008,4.108095698,4
8212,BU08280602,3.988385884,4.013370936,3.996474946,3.984872054,4.009294688,3.992430351,3.999398033,4.006235997,4
8213,BU08280603,3.944306496,3.937848557,3.936388667,3.942234092,3.974167733,4.01440994,3.997273933,4.042566812,4
8214,BU08280604,4.071666397,4.06865665,4.059847347,3.98965736,4.046660652,4.031580701,4.052892823,4.074717873,4
8215,BU08280605,4.180466459,4.19287799,4.189914951,4.152498799,4.22115583,4.178825038,4.15800032,4.163966817,1
8216,BU08280606,4.129010061,4.09703151,4.107907035,4.062927867,4.087101316,4.128398498,4.076742433,4.161721193,1
8217,BU08280607,4.259696349,4.253923512,4.299407451,4.325919286,4.344716684,4.355652944,4.338672208,4.372157982,2
8218,BU08280608,3.94872649,3.962539855,3.961112217,3.957293174,3.992660957,4.028190076,4.000253254,4.068205838,4
8219,BU08280700,4.050714807,4.066803171,4.069544154,4.04641085,4.065092557,4.091334797,4.078374066,4.093167942,4
8220,BU08280701,4.016659257,4.069631627,4.072444343,4.004220106,4.033992612,4.072103288,4.045371716,4.062322072,4
8221,BU08280702,3.982314956,4.027928468,4.048470446,4.096156992,4.079107742,4.057923131,4.066154865,4.072662963,4
8222,BU08280703,4.070708987,4.069057386,4.047448435,4.053703655,4.027224876,4.043433671,4.057178689,4.057002559,4
8223,BU08280704,4.089419031,4.129596727,4.117311761,4.0690072,4.073395041,4.097633427,4.128692393,4.121754879,1
8224,BU08280705,4.035878902,4.033521871,4.043924473,4.06313643,4.046400049,4.054270897,4.071480485,4.06124414,4
8225,BU08280706,4.045529462,4.052700315,4.045132428,4.0210283,4.022077609,4.066689681,4.054884855,4.037305873,4
8226,BU08280707,4.057638772,4.089064173,4.084168319,4.105290439,4.131925707,4.13788801,4.132038122,4.111596304,1
8227,BU08280708,4.103909902,4.116688213,4.125352606,4.188143856,4.185056586,4.191627327,4.190264523,4.188576899,1
8228,BU08280709,4.115038491,4.109040613,4.084881227,4.119733197,4.145823231,4.162618009,4.152411677,4.136502246,1
8229,BU08280806,4.307478131,4.173128545,4.226013055,4.192566433,4.236394794,4.237180292,4.211409381,4.124639743,2
8230,BU08280807,4.016214785,4.3045012,4.068645441,4.126681543,4.120596871,4.097954344,4.180291983,4.216057717,1
8231,BU08280808,4.206205393,4.378373443,4.221311924,4.268728022,4.355788514,4.23491694,4.235002558,4.156244401,2
8232,BU08280809,4.335814151,4.283832231,4.233199665,4.195623614,4.239446096,4.240536551,4.19872687,4.232200027,2
8233,BU08280906,4.120240149,4.131543146,4.101378811,4.244130879,4.067838483,4.173281705,4.18069251,4.366123899,1
8234,BU08280907,4.480193606,4.433268415,4.398643678,4.469386205,4.424246807,4.450009966,4.495904237,4.424316212,0
8235,BU08280908,4.755121415,5.037664579,4.562522607,4.510015529,4.665083196,4.489967021,4.501114422,4.479327953,0
8236,BU08280909,4.545704356,4.386205612,4.363790511,4.40753521,4.458281851,4.330798713,4.346370266,4.365689493,0
8237,BU08281000,4.125913083,4.11416407,4.153097134,4.073981829,4.070644859,4.119773682,4.151519255,4.155658875,1
8238,BU08281001,4.170842004,4.218215307,4.242617759,4.114356966,4.133860521,4.159575284,4.174554809,4.162050516,1
8239,BU08281007,4.348441712,4.319768805,4.305264996,4.249100499,4.244377343,4.302772682,4.283407838,4.268470858,2
8240,BU08281008,4.334476978,4.342441258,4.307452699,4.290496018,4.221627348,4.308870975,4.268000922,4.280283221,2
8241,BU08281009,4.298402283,4.295936169,4.291923355,4.241933658,4.292889145,4.259221829,4.187301802,4.199054812,2
8242,BU08281100,4.211600786,4.190125943,4.218432273,4.177760162,4.218338414,4.203210529,4.178914006,4.203358596,1
8243,BU08281200,4.133276267,4.120822497,4.162083109,4.118403624,4.184964615,4.135136945,4.140923146,4.168804221,1
8244,BU08281208,4.426034573,4.187008631,4.251497429,4.352999246,4.317754227,4.328544302,4.330835282,4.296338629,2
8245,BU08281209,4.366002002,4.295196005,4.241319934,4.293442315,4.297908074,4.257465412,4.187721883,4.140827534,2
8246,BU08281300,4.144369909,4.157430682,4.165914064,4.120368688,4.126560388,4.128637096,4.111743398,4.131742493,1
8247,BU08281308,4.249932717,4.22808263,4.189928377,4.033845581,4.136716217,4.102246112,4.044698323,3.99054361,1
8248,BU08281400,4.114178116,4.154443097,4.182480781,4.156090822,4.195401224,4.161324998,4.129462878,4.130001629,1
8249,BU08281401,4.21858939,4.181586108,4.205425921,4.135737968,4.234889046,4.160538685,4.134676642,4.153614025,1
8250,BU08281404,4.260973133,4.198802325,4.190199953,4.117513095,4.021697212,4.113661878,4.116961904,4.088785024,1
8251,BU08281500,4.099971115,4.133092905,4.16078674,4.128414732,4.130502906,4.148129678,4.144802116,4.136302875,1
8252,BU08281508,4.252600473,4.22876506,4.256991629,4.291617336,4.294756623,4.318024926,4.281903899,4.296399269,2
8253,BU08281509,4.325318989,4.270277471,4.283154616,4.276272446,4.273547637,4.296550424,4.289179249,4.287701221,2
8254,BU08281800,4.070286745,4.07159629,4.084818501,4.128426611,4.126323572,4.123035548,4.127566153,4.136205787,1
8255,BU08281808,4.191783511,4.231080654,4.152406822,4.112869315,4.15634304,4.248395443,4.099949318,4.163648404,1
8256,BU08281809,4.105313214,4.044529814,4.139638631,4.094545534,4.141368995,4.149928499,4.140327922,4.119334211,1
8257,BU08281900,4.100170126,4.116432621,4.157457193,4.204562288,4.229665186,4.216430432,4.214452723,4.195982101,1
8258,BU08281901,4.194531013,4.18677452,4.177492368,4.180631743,4.192473147,4.254454391,4.260030864,4.25318566,2
8259,BU08281908,4.123240086,4.033880039,4.025316098,4.100815241,4.082951168,4.141320757,4.134499641,4.133522318,1
8260,BU08281909,4.155654829,4.177880859,4.203899845,4.228899763,4.212004681,4.202251189,4.167038246,4.188089538,1
8261,BU08282000,4.034713889,3.985749598,3.990134189,4.068256079,4.087302027,4.081984466,4.066145621,4.073493566,4
8262,BU08282009,4.114773643,4.181023314,4.198768014,4.208718319,4.248899678,4.24479309,4.239122695,4.225421969,2
8263,BU08282100,4.054446258,3.980301308,4.033114803,4.086494715,4.099138392,4.080328045,4.084898281,4.102382675,4
8264,BU08282101,4.316180109,4.257471841,4.292748495,4.300453927,4.318316024,4.302514956,4.253024099,4.214284406,2
8265,BU08282102,3.979352905,4.088911258,4.141428635,4.185956159,4.248939763,4.274639901,4.27355867,4.326633817,1
8266,BU08282103,4.089326684,4.057704372,4.083382717,4.101903807,4.141154281,4.178172271,4.146582788,4.135843776,1
8267,BU08282109,4.132289251,4.10981697,4.134861732,4.120424156,4.185394319,4.164039603,4.094807457,4.091237705,1
8268,BU08282200,4.083473784,4.042624444,4.077103648,4.101587089,4.093777538,4.119794655,4.1377026,4.155204113,1
8269,BU08282201,4.10066231,4.114336923,4.151117648,4.181517121,4.182949115,4.249279255,4.224591387,4.262161829,1
8270,BU08282208,4.203283793,4.167915294,4.205292233,4.224584345,4.246438358,4.26617332,4.239758586,4.254800884,2
8271,BU08282209,4.298121491,4.30904073,4.280627532,4.236479114,4.260246967,4.265684888,4.23630692,4.275027469,2
8272,BU08400000,4.050799318,4.032334256,4.08317536,4.076718247,4.134790763,4.125187792,4.128521281,4.10965446,1
8273,BU08400009,4.255256815,4.199818664,4.248697167,4.240883377,4.279560933,4.267261374,4.24169181,4.233343715,2
8274,BU08400100,4.002999006,4.018593403,4.042724044,4.005068003,4.086456997,4.05970444,4.073541774,4.059183435,4
8275,BU08400109,4.112934265,4.123798117,4.215044247,4.152132659,4.22841717,4.192423492,4.211746964,4.210382414,1
8276,BU08400200,4.015936277,4.046877499,4.060812079,4.046157784,4.111004315,4.104416857,4.127038711,4.118539295,4
8277,BU08400201,4.142963365,4.150786426,4.14566079,4.116449418,4.105702272,4.10157882,4.084815054,4.06095219,1
8278,BU08400209,4.160584409,4.166766824,4.180562917,4.145986745,4.216570632,4.227143628,4.197637828,4.199001742,1
8279,BU08400300,4.029160017,4.03355717,4.098430155,4.081870051,4.105836929,4.083236951,4.094214255,4.105842686,4
8280,BU08400309,4.175526349,4.186370546,4.222194414,4.188353864,4.254808931,4.241264909,4.220338997,4.206522872,2
8281,BU08400400,4.089494103,4.039018411,4.052011327,4.020780823,4.091594033,4.07672503,4.0735616,4.061601081,4
8282,BU08400409,4.240311345,4.139599293,4.177975651,4.183354806,4.226191935,4.222041206,4.221621488,4.203201735,2
8283,BU08450000,4.147599762,4.146622023,4.156248091,4.161607362,4.182549788,4.200437295,4.238744463,4.245351091,1
8284,BU08450001,4.142023297,4.174247515,4.184142274,4.183476816,4.188681064,4.185469835,4.232357622,4.226699748,1
8285,BU08450002,4.106738948,4.10428996,4.109308074,4.122720966,4.129530405,4.136031449,4.190916177,4.180713846,1
8286,BU08450003,4.247764391,4.251250263,4.24759227,4.333949586,4.349442852,4.318280188,4.420148612,4.416202717,2
8287,BU08450007,4.334779568,4.300996589,4.325529149,4.385907948,4.346752834,4.359953664,4.375642436,4.380642477,0
8288,BU08450008,4.167229946,4.204380836,4.227988201,4.244963761,4.289126907,4.264250722,4.309646362,4.312333739,2
8289,BU08450009,4.333932479,4.306241676,4.342843131,4.382718918,4.377265035,4.357975663,4.347185008,4.379327695,0
8290,BU08450100,4.222366978,4.23229753,4.196498139,4.182580419,4.189027163,4.197861025,4.198077467,4.210111936,2
8291,BU08450108,4.274723343,4.266641075,4.243371453,4.295325716,4.297204355,4.303016976,4.297179091,4.297238456,2
8292,BU08450109,4.222269423,4.234983685,4.23258604,4.191901569,4.149101281,4.235251473,4.254257244,4.228476411,2
8293,BU08450200,4.177475848,4.175324653,4.167310484,4.191062831,4.200903026,4.21264402,4.209215651,4.208909835,1
8294,BU08450201,4.21486976,4.232329819,4.229595297,4.211327074,4.246137111,4.240828158,4.252617513,4.217074489,2
8295,BU08450207,4.27021545,4.241516232,4.245061924,4.256356512,4.274819686,4.302736991,4.297304908,4.260761173,2
8296,BU08450208,4.299183631,4.244179615,4.267651086,4.298650032,4.351254654,4.271476875,4.291866289,4.291133063,2
8297,BU08450209,4.097241257,4.116490773,4.097773838,4.305153175,4.304465639,4.335888527,4.344655394,4.322031144,2
8298,BU08450300,4.094616352,4.12872322,4.152301204,4.164758381,4.199418619,4.201702447,4.213414675,4.173484752,1
8299,BU08450301,4.198868294,4.216750458,4.197935798,4.231520952,4.223975079,4.262887983,4.272252185,4.21852549,2
8300,BU08450302,4.0539528,4.085470866,4.118096821,4.129579818,4.150854312,4.159836218,4.182190094,4.138203685,1
8301,BU08450308,4.162405547,4.366295333,4.36741952,4.325758364,4.301097196,4.292837221,4.284228088,4.267547827,2
8302,BU08450309,4.271864091,4.260598586,4.281632002,4.275502391,4.28575351,4.287353247,4.298470104,4.247567467,2
8303,BU08450400,4.104343624,4.140911131,4.15833672,4.196714787,4.15935657,4.201650481,4.213834496,4.190668203,1
8304,BU08450408,4.245616275,4.224822133,4.278027786,4.303327101,4.301321786,4.290632167,4.25466661,4.233017301,2
8305,BU08450409,4.253592152,4.295567034,4.269572627,4.238831096,4.24101949,4.269161599,4.252741783,4.246082891,2
8306,BU08470000,4.086360374,4.092263756,4.125528971,4.126881076,4.130055522,4.141467462,4.143754303,4.175413498,1
8307,BU08470008,4.216778463,4.262888995,4.258253432,4.250967925,4.243777564,4.252974839,4.227024011,4.26652613,2
8308,BU08470009,4.233257725,4.21987901,4.192309888,4.231455423,4.231610604,4.176327296,4.153845287,4.22493689,2
8309,BU08470100,4.251001743,4.231541966,4.256269404,4.209322001,4.218713223,4.216528769,4.215408131,4.189765742,2
8310,BU08470108,4.273369451,4.231350762,4.333234454,4.249009628,4.288372951,4.258347697,4.266924687,4.283838794,2
8311,BU08470109,4.395924084,4.366413748,4.361512877,4.347120459,4.342812227,4.305027206,4.287662262,4.283474852,0
8312,BU08470200,4.156082486,4.124213633,4.143618852,4.10874203,4.106645545,4.09879335,4.113006046,4.135030564,1
8313,BU08470208,4.205262407,4.168187505,4.206793752,4.179126704,4.263752932,4.215969754,4.176357101,4.173521489,1
8314,BU08470209,4.238277843,4.203636188,4.197261659,4.231875862,4.212869727,4.143700899,4.127082108,4.177239267,1
8315,BU08470300,4.228239266,4.172146198,4.188701873,4.119713991,4.112872691,4.158099722,4.136485788,4.157770102,1
8316,BU08470309,4.260073096,4.237873276,4.25322274,4.224319018,4.205825379,4.199979059,4.193075791,4.210499529,2
8317,BU08470909,4.268714188,4.29082983,4.296707057,4.360527026,4.320764423,4.29194882,4.177504237,4.233283761,2
8318,BU08480000,4.167994738,4.173130562,4.177443744,4.218148861,4.213519781,4.237067067,4.250118001,4.252792468,2
8319,BU08480001,4.141147508,4.152845858,4.162687743,4.144741868,4.160399918,4.16045718,4.168443601,4.178405419,1
8320,BU08480002,4.102696842,4.209912055,3.992880896,4.024431933,4.018755445,4.029093849,4.075965351,4.052022023,4
8321,BU08480003,4.194768557,4.268360793,4.248966562,4.237208179,4.208014753,4.230557459,4.266145656,4.259504334,2
8322,BU08480009,4.003971104,3.954961944,4.03635412,3.960825859,3.998705591,4.053596217,4.064382373,4.081120737,4
8323,BU08480100,4.136365828,4.118202264,4.168604358,4.199897099,4.190065019,4.21900629,4.220181603,4.237163601,1
8324,BU08480101,3.988848052,3.991642441,4.014378743,4.059291105,4.042977926,4.089693234,4.109101577,4.113640122,4
8325,BU08480109,4.211815054,4.122186877,4.07618724,4.177543219,4.216979689,4.249649231,4.252835366,4.26404382,1
8326,BU08510000,3.996225118,4.015868432,4.000304742,4.061017636,4.050848369,4.038637242,4.056966258,4.066668713,4
8327,BU08510001,4.414203905,4.417658802,4.459506981,4.013941638,4.167789348,4.114357254,4.093304068,4.09893606,2
8328,BU08510002,3.918503418,3.938539044,3.969223607,4.004888947,3.997174108,3.998161409,3.988213907,4.014701855,4
8329,BU08510003,3.986266744,3.973759536,3.992535215,4.035395076,4.029287988,4.025066334,4.022778288,4.066394892,4
8330,BU08510004,3.883194519,3.823894081,3.824614513,3.911120769,3.843595153,3.830972746,3.798341349,3.881071522,3
8331,BU08510007,4.052189273,4.141245939,4.128410546,4.179618546,4.180283568,4.208308038,4.211666344,4.205097965,1
8332,BU08510008,4.031468837,4.041659931,4.076320874,4.112154613,4.128327735,4.129149217,4.147932006,4.140448766,1
8333,BU08510009,4.180101995,4.125663522,4.151383434,4.12674674,4.150973662,4.173642763,4.156304034,4.131410122,1
8334,BU08510100,4.086593547,4.07780207,4.075030509,4.090159364,4.108187756,4.120065489,4.137398951,4.13378398,1
8335,BU08510109,4.18270546,4.179037471,4.196054456,4.159172262,4.197163413,4.206243463,4.208431607,4.173271925,1
8336,BU08510200,3.814859266,3.930213385,3.921067188,3.946178299,3.977365212,4.063255549,4.048134482,4.071688809,4
8337,BU08510209,4.140465105,4.056837975,4.103621432,4.17214424,4.151072432,4.116377632,4.125661974,4.134662159,1
8338,BU08510300,3.940036282,3.950930497,3.96418997,3.993244286,4.016146971,4.009351767,4.007635684,4.020805333,4
8339,BU08510301,4.128511731,4.117370421,4.114605858,4.169918825,4.137880098,4.188551418,4.171000393,4.224075945,1
8340,BU08510308,4.163860199,4.121943554,4.067344157,4.097561665,4.150019726,4.189116082,4.147379728,4.167184415,1
8341,BU08510309,4.145612833,4.157879333,4.15263373,4.168582831,4.204710064,4.196906014,4.189297903,4.187505636,1
8342,BU08510400,4.050233639,4.023662777,4.016823664,4.036597034,4.033245006,4.051224292,4.075197185,4.066528714,4
8343,BU08510409,4.382790937,4.461547043,4.180594829,3.915459428,4.16734771,4.16498989,4.128220043,4.108171855,1
8344,BU08520000,4.165129198,4.119485821,4.100645461,4.169597119,4.221325646,4.195293056,4.203978306,4.20037823,1
8345,BU08520001,4.007914929,3.955646113,3.968773955,4.038068543,4.086337791,4.049421202,4.020477042,4.045485507,4
8346,BU08520002,4.060230095,4.050708551,4.054820442,4.095572745,4.087897892,4.08267363,4.083430491,4.064959356,4
