,ID,lbm_2002,lbm_2008,lbm_2012,lbm_2014,lbm_2016,lbm_2018,lbm_2020,lbm_2022,cluster
0,BU00140000,4.134894643,4.186980431,4.217256481,4.219228961,4.28422016,4.29601281,4.341284194,4.349847839,2
1,BU00140001,4.107233147,4.195130348,4.238715577,4.21131185,4.275728993,4.245727294,4.270944651,4.272946849,2
2,BU00140002,4.106664389,4.160688984,4.200717562,4.203106832,4.24351411,4.234681738,4.248477745,4.251871156,2
3,BU00140003,4.154460475,4.242579946,4.261748362,4.258703051,4.291754958,4.243784382,4.273068136,4.236200256,2
4,BU00140005,4.176980691,4.214445799,4.221042563,4.227167378,4.268850268,4.282026452,4.307772899,4.303163084,2
5,BU00140007,4.027671723,4.036987927,4.085578556,4.173488033,4.297733186,4.249929098,4.252158424,4.306407903,1
6,BU00140008,4.052189667,4.104953141,4.178063239,4.247384005,4.325139021,4.287899656,4.293759577,4.267917581,2
7,BU00140100,4.200907388,4.272442459,4.309693128,4.318221825,4.308650108,4.34224963,4.33731265,4.312805912,2
8,BU00140101,4.05274776,4.137549774,4.168483926,4.186384164,4.18465688,4.203695034,4.244505125,4.239287584,1
9,BU00140102,4.135804105,4.214417685,4.222729659,4.234943998,4.227410331,4.227716336,4.237280172,4.244338135,2
10,BU00140103,4.064652016,4.110007091,4.154039758,4.155597412,4.153601645,4.171608832,4.21307101,4.219922395,1
11,BU00140104,4.110713322,4.103560764,4.118212695,4.125332791,4.137272987,4.152716477,4.197359629,4.21262357,1
12,BU00140105,4.051732129,4.126832045,4.155793133,4.152765144,4.199926872,4.214111934,4.229770902,4.176276224,1
13,BU00140106,4.044890375,4.095605833,4.104045211,4.141566249,4.138760657,4.195572539,4.21810086,4.206943032,1
14,BU00140107,4.113763347,4.152026346,4.167872586,4.156715723,4.200733415,4.167251572,4.25289828,4.22271898,1
15,BU00140108,4.248203358,4.225369798,4.341397865,4.074744761,4.1882829,4.584855223,4.661061813,4.489059554,0
16,BU00140109,4.654540909,4.37005061,4.64452437,4.456385009,4.362953352,4.510364548,4.428374149,4.401973686,0
17,BU00140200,4.100073334,4.161233601,4.164635794,4.154929205,4.138784946,4.175875673,4.196188283,4.204064517,1
18,BU00140201,4.08648696,4.14566684,4.178902956,4.209629431,4.255349833,4.21934379,4.252684623,4.260905969,2
19,BU00140202,4.17985723,4.235936118,4.271402688,4.264845194,4.278196299,4.270643158,4.285192943,4.26275778,2
20,BU00140203,3.988432741,4.039792636,4.088711935,4.084213393,4.118382502,4.100367729,4.097800897,4.10315567,4
21,BU00140300,3.841030797,3.902300289,3.95692461,3.924826273,3.975869547,3.943344876,3.977468124,3.979761674,3
22,BU00140301,3.838617695,3.924014302,3.954796389,3.953164181,3.98015406,3.998622875,4.026554202,4.021604376,4
23,BU00140302,4.009902743,4.063607593,4.045566177,4.059328075,4.09527971,4.11658583,4.170634783,4.195659272,1
24,BU00140400,4.02376168,4.100902352,4.123065002,4.121285035,4.143275169,4.133379829,4.177511624,4.165060437,1
25,BU00140401,3.993495415,4.045260998,4.048465921,4.071366232,4.088475112,4.049445326,4.067641617,4.092358787,4
26,BU00140402,3.923854007,4.007654314,4.040026453,4.030227163,4.060179118,4.046208666,4.096253545,4.077695576,4
27,BU00140403,3.943082579,4.031029667,4.071466508,4.090990353,4.125193131,4.083305832,4.129368429,4.158189328,4
28,BU00140404,4.095307061,4.13198897,4.124877229,4.233080758,4.226662046,4.211914762,4.254698022,4.219151899,1
29,BU00140500,3.958877679,4.027284074,4.25420137,4.237152634,4.225173507,4.32041623,4.303441733,4.288973379,2
30,BU00140501,3.992641554,4.020104688,4.213550777,4.325997845,4.257723393,4.324178538,4.30828201,4.279710573,2
31,BU00140502,4.3226218,4.409161169,4.1803683,4.098585871,4.233470321,4.320635992,4.250511971,4.310360308,2
32,BU00140503,4.180206947,4.136954348,4.34975085,4.241962946,4.343687465,4.293066777,4.242643934,4.26488778,2
33,BU00140505,4.36854893,4.373909725,4.356978607,4.271014175,4.347990444,4.307391355,4.2330641,4.150124532,2
34,BU00140506,4.267497568,4.329378394,4.301629015,4.206446322,4.397652927,4.471346597,4.323227899,4.249363817,2
35,BU00140507,4.279708588,4.380941574,4.104549121,4.007040549,4.034429936,4.168332973,4.196989338,4.204590346,1
36,BU00140508,4.234455464,4.359057567,4.095402116,3.93323859,3.9384657,4.196540116,4.100471448,4.259214135,1
37,BU00140510,4.384849283,4.290272418,4.432366693,4.412214021,4.433413833,4.439190649,4.395451705,4.438453769,0
38,BU00140600,4.179008289,4.286703918,4.399129679,4.418995828,4.38316212,4.421436548,4.358535372,4.293453525,0
39,BU00140601,4.20510918,4.194668274,4.200118573,4.2728198,4.297042931,4.296559227,4.282980528,4.27136144,2
40,BU00140602,4.428873311,4.39073894,4.387444769,4.356779268,4.382520997,4.363714262,4.350601178,4.34838934,0
41,BU00140603,4.411677407,4.423775332,4.447304972,4.469446609,4.461344093,4.472393045,4.453192222,4.453657131,0
42,BU00140604,4.171817009,4.221765155,4.238506043,4.229046257,4.238944331,4.231966134,4.227486706,4.186265245,2
43,BU00140605,3.968249817,3.95954507,4.033187122,4.035582767,4.056300189,4.007337795,4.091261664,4.030295593,4
44,BU00140606,4.278485163,4.294025736,4.321817789,4.329199555,4.340832302,4.351085617,4.360585951,4.328551641,2
45,BU00140700,4.077770167,4.114315793,4.144313363,4.120728627,4.17413421,4.17546882,4.226741591,4.173479223,1
46,BU00140701,4.214990584,4.2294769,4.254183312,4.229900896,4.258284378,4.234389556,4.2715457,4.261388426,2
47,BU00140702,4.306253752,4.331329043,4.377087691,4.442813436,4.444078971,4.448952869,4.458737068,4.458395136,0
48,BU00140703,4.599351532,4.703118461,4.774841598,4.533211998,4.819660622,4.745374978,4.679647924,4.524032998,0
49,BU00140704,4.314683983,4.448346962,4.466200347,4.472128116,4.441318227,4.471130781,4.454646969,4.446025098,0
50,BU00140800,4.039687077,4.10324775,4.126178733,4.085306234,4.108693414,4.109717485,4.122726659,4.14344486,1
51,BU00140801,4.06165758,4.065075473,4.109886392,4.095927139,4.127340673,4.10877017,4.146744127,4.170454889,1
52,BU00140802,4.679902083,4.610973186,4.617168207,4.524369825,4.478550024,4.54638375,4.560387186,3.85389151,0
53,BU00140803,4.466519129,4.385698871,4.408891163,4.351995381,4.337946332,4.295425167,4.245144619,4.221121795,0
54,BU00140804,4.337041776,4.280172222,4.255428063,4.202835312,4.188775406,4.218178196,4.202144596,4.198770687,2
55,BU00140805,4.357366654,4.197335959,4.25881288,4.3127006,4.385209578,4.332718988,4.310505907,4.3113275,2
56,BU00140806,4.185477106,4.252677036,4.266501472,4.241928475,4.237987199,4.247580792,4.229990271,4.267658891,2
57,BU00140808,4.287722096,4.106254592,4.063105422,4.188369515,4.204471113,4.247950013,4.413681169,4.403401889,2
58,BU00140809,4.068730167,4.186441144,4.245795623,4.16345635,4.228868587,4.210122207,4.241401087,4.240537631,2
59,BU00140810,4.338479483,4.370804043,4.393477064,4.377430756,4.354561107,4.341309468,4.35530041,4.372549533,0
60,BU00140811,4.129558068,4.091247569,4.112291149,4.129667288,3.997041819,4.167347782,4.216135851,4.27657056,1
61,BU00140812,3.972037342,4.093549657,4.166678946,4.079360786,4.131554608,4.112439889,4.142819675,4.125814603,1
62,BU00140900,3.902049533,3.944915412,3.972232746,3.952215966,3.979395889,3.961910055,3.984329223,3.932382721,3
63,BU00140901,3.884929284,3.972126924,4.020874438,3.98174928,3.978102198,3.984096898,4.011693423,3.992166217,4
64,BU00140902,4.082088212,4.237150174,4.21331276,4.224690126,4.282880016,4.259402319,4.302387659,4.263399186,2
65,BU00140903,4.103588828,4.141280868,4.177132003,4.120598115,4.173534055,4.155900252,4.076006553,3.902432059,1
66,BU00140904,3.782952665,4.170848267,4.235226686,4.209488346,4.206268231,4.265049975,4.25375998,4.120283478,1
67,BU00140905,4.321276622,4.330652001,4.359121892,4.347837736,4.354802856,4.314531209,4.355563994,4.290897975,0
68,BU00140906,4.176801698,4.239820807,4.247197277,4.245011738,4.20900527,4.231601867,4.242970586,4.272178038,2
69,BU00141000,3.975666154,3.942982837,3.98434731,3.968737888,3.951301636,3.966697372,4.03077081,4.013108064,4
70,BU00141001,3.82139969,3.797052192,3.976512737,3.937827487,3.954433881,3.963699345,3.975391881,3.925501777,3
71,BU00141002,4.064676277,4.0515672,4.084607434,4.007391716,4.025451567,4.040410954,4.072767459,4.043390083,4
72,BU00141003,4.033694198,3.175730754,3.976453268,4.080398532,4.066461099,4.139640746,4.03959283,4.085648725,4
73,BU00141004,4.601301214,3.804741705,4.373504829,4.38172643,4.353227151,4.418009521,4.304837888,4.169506405,2
74,BU00141005,3.887274347,3.97509983,4.041101851,4.060836496,4.109822285,4.107449107,4.15522593,4.108995216,4
75,BU00141100,3.87034202,3.939147488,3.987529247,4.005182739,4.056705539,4.03076868,4.066829209,3.984856597,4
76,BU00141101,3.785591165,3.832278883,3.860308152,3.887990056,3.889089775,3.875730471,3.919765462,3.835178417,3
77,BU00141102,4.217388557,4.198043597,4.213018453,4.257836709,4.245971056,4.23046309,4.242844264,4.270326684,2
78,BU00141103,3.836716643,4.300924158,4.311457692,4.314554363,4.314526226,4.319214153,4.312811172,4.364018832,2
79,BU00141104,4.301356694,4.283074921,4.379548147,4.349641371,4.341762763,4.358212374,4.303357377,4.298905016,2
80,BU00141105,4.165848976,4.01561131,4.059635127,4.109178945,4.072638488,4.116575132,4.147405105,4.140498184,1
81,BU00141106,4.229046896,4.06856838,4.190549733,4.230545685,4.231937467,4.27063283,4.309071807,4.332188017,2
82,BU00141200,3.843331726,3.899022547,3.915934399,3.939293683,3.961165626,3.98527439,4.069389286,3.995476262,4
83,BU00141201,3.802745131,3.92029092,3.940113429,3.962905978,4.016084158,4.09165049,4.109416327,4.056243478,4
84,BU00141202,3.98273215,4.068534966,4.062132381,4.054776344,4.097127897,4.170565344,4.196820426,4.104383088,1
85,BU00141203,4.128901811,4.139445865,4.176134623,4.225335005,4.244595892,4.235953799,4.240776542,4.234928887,2
86,BU00141204,4.188102465,4.181129978,4.219497561,4.245127058,4.229196684,4.218258777,4.229805482,4.256767904,2
87,BU00141206,4.292975039,4.253590505,4.343592579,4.397705637,4.376757913,4.378261449,4.338989583,4.330672851,0
88,BU00141207,4.260196994,4.282413795,4.248730978,4.475010208,4.578099558,4.590291185,4.494710478,4.404863152,0
89,BU00141208,4.21244315,4.227469685,4.229813392,4.284019408,4.309780763,4.308580046,4.271483399,4.271874788,2
90,BU00141209,4.302952922,4.316771091,4.329105304,4.441213965,4.413293741,4.440129081,4.408032331,4.344256715,0
91,BU00141210,4.170257408,4.185245312,4.216123664,4.28929606,4.309851707,4.308289262,4.306315409,4.302590677,2
92,BU00141211,4.177975838,4.262127723,4.266815566,4.288948318,4.26677416,4.274818036,4.267913169,4.275916143,2
93,BU00141300,4.47693267,4.294063373,4.428749148,4.40960181,4.503519328,4.459340516,4.415363104,4.421923951,0
94,BU00141301,4.197512315,4.222352521,4.291496744,4.311804344,4.333467224,4.312070842,4.283024572,4.282464125,2
95,BU00141302,4.292913739,4.24381633,4.392479104,4.381668563,4.471482108,4.416670778,4.374715654,4.424125758,0
96,BU00141400,3.780563067,3.726753208,3.844176464,4.21322772,4.098093549,4.328936864,4.291000645,4.305335635,4
97,BU00141500,4.016058125,4.001470125,4.027054637,4.125932027,4.168420814,4.16244707,4.10462793,4.116170948,1
98,BU00141501,4.037888829,4.030051739,4.096142322,4.343694208,4.393820613,4.378774832,4.201602981,4.264058581,2
99,BU00141502,4.170712139,4.18693313,4.209808291,4.280967897,4.301478328,4.338975079,4.290437446,4.26355583,2
100,BU00141503,4.15746979,4.139215843,4.150665467,4.258848978,4.267349884,4.238203516,4.229323033,4.189187195,2
101,BU00141504,4.145795715,4.094947988,4.10609344,4.227049226,4.235540949,4.249771809,4.211644611,4.209205765,1
102,BU00141505,3.837427475,3.66283018,3.95660011,3.918365753,4.011426277,4.184640128,4.085501937,3.920136055,4
103,BU00141506,3.868526443,4.108528071,4.055677545,4.135460852,4.194170327,4.185648822,4.144112695,4.095556283,1
104,BU00141600,3.893620939,3.908458995,3.965261349,4.08957107,4.115033407,4.114514927,4.069177445,4.039095311,4
105,BU00141601,4.186758168,4.087829852,4.162185323,4.227513588,4.252725758,4.246401581,4.181951618,4.171433649,1
106,BU00141602,4.081885414,4.083020812,4.113922211,4.157738333,4.154971564,4.155927882,4.107838757,4.136814662,1
107,BU00141603,4.008269644,4.102126175,4.149653667,4.2376902,4.222743058,4.265488438,4.153872352,4.161104817,1
108,BU00141604,4.091696431,4.052987286,4.053002527,4.221244399,4.25608655,4.243591254,4.190054541,4.090461325,1
109,BU00141605,3.960448396,3.930527073,4.011251081,4.073752871,4.105524939,4.134967201,4.150922487,3.993601122,4
110,BU00141700,4.210602782,4.210320516,4.235475488,4.272215446,4.271069642,4.280797784,4.315119405,4.298397589,2
111,BU00141701,4.24759493,4.250244991,4.266557294,4.323258448,4.335640783,4.328057432,4.317723684,4.331283302,2
112,BU00141702,4.234847859,4.214593774,4.225106216,4.26297257,4.269181589,4.261564049,4.265796067,4.278706783,2
113,BU00141703,4.297358455,4.32141802,4.341003042,4.398520762,4.429754995,4.402868147,4.392896837,4.378813368,0
114,BU00141704,4.473779588,4.391449994,4.426444795,4.46462735,4.447682531,4.511623695,4.466094766,4.453867698,0
115,BU00141707,4.394406795,4.345551459,4.388351421,4.431857879,4.448394078,4.457498795,4.435219743,4.449346301,0
116,BU00141708,4.357999371,4.372854329,4.374198545,4.395234825,4.39825108,4.410359183,4.359551214,4.361008837,0
117,BU00141800,4.081387016,4.104762385,4.134237822,4.185872119,4.202660703,4.181588431,4.200610449,4.223695174,1
118,BU00141801,4.076419626,4.095335211,4.093604776,4.112625183,4.18159916,4.155760373,4.150736141,4.193766258,1
119,BU00141802,4.319580108,4.301355669,4.281491122,4.268265187,4.411643811,4.282635017,4.292461428,4.299628365,2
120,BU00141900,4.17720957,4.138361134,4.194137422,4.260720488,4.264151494,4.266473384,4.245740903,4.262692919,2
121,BU00141901,4.245574874,4.194977148,4.225357058,4.240128081,4.266479195,4.231314915,4.221338691,4.25608075,2
122,BU00141902,4.21970619,4.279035153,4.300832873,4.318091432,4.337014108,4.327571474,4.289641725,4.314435537,2
123,BU00141903,4.238197583,4.290168104,4.318815382,4.340899471,4.382268044,4.382288527,4.327281502,4.313387751,2
124,BU00141904,4.31639762,4.292686324,4.303535669,4.360108206,4.477795402,4.411583432,4.319791192,4.348179649,0
125,BU00141905,4.397725454,4.423775823,4.381868533,4.414214928,4.482511962,4.422957001,4.367822854,4.371316261,0
126,BU00141906,4.053382434,4.06476471,4.081067474,4.175607085,4.290803354,4.457598215,4.456688683,4.442642058,2
127,BU00340101,3.757529498,3.789570281,3.757228007,3.78695877,3.772705429,3.764837249,3.784139298,3.822388826,3
128,BU00340102,3.959954635,4.068154225,4.075959269,4.090310141,4.091147886,4.101284049,4.10959811,4.071183677,4
129,BU00340201,3.880357519,3.888937987,3.889925902,3.945503517,3.985674413,3.980479439,3.99913315,3.984838256,3
130,BU00340202,3.993460831,4.016095,4.011426659,4.029426296,4.013665657,4.049238372,4.077467739,4.054285465,4
131,BU00340203,3.838389765,3.862638208,3.851800551,3.919214851,3.852327965,3.892447025,3.877789125,3.904489801,3
132,BU00340204,3.872756306,3.822959864,3.865062011,3.875229339,3.868920934,3.865361683,3.859672978,3.885631616,3
133,BU00340205,3.768570576,3.711037497,3.770798833,3.780214386,3.808015203,3.83267573,3.840320348,3.863175147,3
134,BU00340301,4.122826204,4.112129853,4.111896782,4.10982923,4.135322015,4.141430827,4.115692891,4.127215505,1
135,BU00340302,3.737120649,3.718661242,3.787651979,3.804983296,3.817251919,3.806930793,3.827659188,3.826678193,3
136,BU00340303,3.703452723,3.743812102,3.781699638,3.826844875,3.802786964,3.802337849,3.861457995,3.83931392,3
137,BU00340401,3.944210057,3.922117885,3.962681333,4.054700875,4.044509977,4.08066131,4.08989483,4.093141017,4
138,BU00340402,4.019314491,3.999459899,3.997853886,4.077715731,4.08449321,4.090977001,4.108895297,4.105742073,4
139,BU00340403,3.929633141,3.961378531,3.955024031,3.975305697,3.970957107,4.013702526,4.05622341,4.017647894,4
140,BU00340501,4.031429804,3.985541869,4.033150997,4.088602875,4.041809845,4.109512558,4.098408028,4.100849179,4
141,BU00340502,3.941597319,3.934802267,3.965509192,4.03032833,3.992689479,4.062948477,4.074769008,4.080355983,4
142,BU00340503,3.934264555,3.877400022,3.979056779,3.99476544,3.952495602,4.036964845,4.050434131,4.024284959,4
143,BU00340601,3.99462049,3.964375817,3.976590182,4.013916966,4.054548405,4.099692307,4.077120161,4.088481128,4
144,BU00340602,3.933239013,3.896459003,3.925048266,3.925177229,3.957260889,3.976461872,3.943786445,3.935380745,3
145,BU00340603,4.045452626,4.065594275,4.064656051,4.088965219,4.162291775,4.154736136,4.12944462,4.153824167,1
146,BU00340701,4.049803867,4.066752841,4.053597581,4.122107224,4.158850204,4.185040092,4.147899755,4.206456802,1
147,BU00340702,3.99307456,4.016757817,4.037628279,4.054116735,4.089669088,4.120014098,4.090262546,4.126203677,4
148,BU00340703,4.021904418,3.983948145,4.024794002,4.054655147,4.047912418,4.106531868,4.094847708,4.116737555,4
149,BU00340801,3.916517534,3.903536965,3.897862656,3.887973931,3.95991437,3.934649844,3.951074612,3.927289578,3
150,BU00340802,3.852320281,3.845058015,3.839654873,3.835927596,3.920193164,3.897673707,3.911877916,3.876427497,3
151,BU00340803,3.940560108,3.92499834,3.91348391,3.945137482,3.96013318,3.981956324,3.987782731,3.954177837,3
152,BU00340901,4.232431099,4.233723864,4.231024241,4.27759293,4.29767186,4.289221464,4.290021053,4.27726248,2
153,BU00340902,4.120842617,4.193657208,4.18752536,4.180743124,4.227533931,4.186098053,4.220280101,4.233884517,1
154,BU00341001,3.913725117,4.184649154,4.334075176,4.354157016,4.363556484,4.37057346,4.302545156,4.353074089,2
155,BU00341401,3.918077076,3.954735291,4.039247869,4.005026404,4.138125566,4.150514464,4.096239935,4.075101803,4
156,BU00341602,4.258019842,4.270365579,4.333003809,4.403618911,4.346243863,4.455829956,4.446849694,4.492846199,0
157,BU00341701,3.823559236,3.709579552,3.828704748,3.82465373,3.889303923,3.936841194,3.919227362,3.917721656,3
158,BU00341702,3.945564274,3.802864725,3.783663554,3.755599759,3.799143486,3.837781231,3.892806686,3.832341969,3
159,BU00341703,3.890113551,3.805973924,3.961108122,3.97415068,4.037192542,4.059853825,4.065869877,4.072436067,4
160,BU00341704,3.973125835,3.853590868,4.041154949,4.004796732,4.055327593,4.094349646,4.073936623,4.034725795,4
161,BU00341705,3.970451475,3.87923668,3.856118095,3.838030046,3.892559093,3.937120423,3.957525949,3.909696723,3
162,BU00341801,4.018075414,3.980467306,3.941915265,3.889098254,3.976107831,3.94435575,3.919234884,3.897938426,3
163,BU00341802,3.946200727,3.896629658,3.902793886,3.897981852,3.942788409,3.940639046,3.961136959,3.995976599,3
164,BU00341803,4.191440299,4.164986806,4.132653623,4.119826062,4.170661191,4.176657517,4.190542809,4.246313108,1
165,BU00341804,4.210940637,4.133749337,4.07458779,4.105307189,4.124893543,4.146267839,4.16670226,4.200527442,1
166,BU00341805,4.05395973,3.979221639,3.970300184,4.021102176,4.031755493,4.053312955,4.075502206,4.10989308,4
167,BU00341806,3.97511914,3.926384338,3.938038052,3.93089259,3.92272421,3.953546838,4.007293665,4.026837608,4
168,BU00341808,3.997991698,3.972634234,4.122630489,4.164549029,4.212551338,4.272082433,4.266725131,4.278196955,1
169,BU00341901,3.938287705,3.84226861,3.847873651,3.815188977,3.884022644,3.890881098,3.898563675,3.938780642,3
170,BU00341902,3.920591451,3.858633393,3.859992598,3.814787747,3.872720161,3.894490848,3.91928403,3.946878098,3
171,BU00341903,4.077243919,3.987834353,3.964722666,3.909870078,3.945405799,3.956243333,3.958294123,4.006948125,4
172,BU00341904,4.115327796,4.023840587,3.982326711,3.994446834,4.014001532,4.045765483,4.032112002,4.095588174,4
173,BU00342001,4.041249181,3.944780346,3.946936444,3.94195729,3.98892663,4.020944515,4.044312148,4.065626348,4
174,BU00342002,4.079733849,3.961601756,3.919433746,3.902633084,3.948350015,4.006061393,4.008451,4.037192748,4
175,BU00342003,4.076164001,4.018325301,3.991577822,4.027519255,4.053205242,4.103028613,4.108483798,4.11703834,4
176,BU00342004,4.196250814,4.126252323,4.070970826,4.107057978,4.17579123,4.207932909,4.193513596,4.224987137,1
177,BU00342101,3.921540748,3.903077668,3.877728805,3.924839972,3.950594534,4.017744058,4.044145789,4.057634453,4
178,BU00342102,4.095438644,4.073719152,4.034115095,4.062072287,4.083822787,4.144817587,4.164528272,4.158722691,1
179,BU00342201,3.906248818,3.829576247,3.82466758,3.843900995,3.869416224,3.90768815,3.931210297,4.007808114,3
180,BU00342202,3.896492287,3.853500016,3.885350162,3.886120716,3.919342036,3.967589359,3.949912174,4.018585418,3
181,BU00342203,4.138458876,4.037621474,4.055439765,4.05424246,4.099763293,4.158865964,4.184643853,4.195919031,1
182,BU00342204,4.021033405,3.941473705,3.968933128,3.964222463,4.039914919,4.06494947,4.091838027,4.132509205,4
183,BU00342205,3.987825135,3.889434893,3.955841719,4.011770642,4.057239661,4.068360165,4.083906876,4.130976161,4
184,BU00342206,3.973907203,3.78780344,3.823737539,3.774097893,3.752493502,3.825740042,3.838462625,3.917450936,3
185,BU00342301,3.855390909,3.894022933,3.844085113,3.900713039,3.918783423,3.992359837,4.03351085,4.066989981,3
186,BU00342302,3.894232017,3.903450385,3.867550565,3.854643431,3.935880004,3.964890562,3.990502093,4.005105265,3
187,BU00342303,3.898116368,3.869352863,3.831523006,3.814376906,3.853933522,3.897389463,3.939551463,3.998497721,3
188,BU00342304,4.046561552,4.064667739,4.074685985,4.106703731,4.137972955,4.102371314,4.029361976,4.070183316,4
189,BU00342401,3.950463682,3.912592919,3.89923831,3.969750589,3.941402659,3.964927964,3.969387619,4.06907769,4
190,BU00342402,4.0605997,4.0112146,3.964222526,3.955618491,4.028075824,4.005520507,4.014220287,4.083213311,4
191,BU00342403,4.132939842,4.150961964,4.089443327,4.090603515,4.114158644,4.100473407,4.152665663,4.212112325,1
192,BU00342404,3.972264024,4.001357881,3.944622136,3.942574941,4.015333913,4.026719982,4.042830665,4.112160142,4
193,BU00342405,3.909511498,3.988612119,3.965351059,3.963591747,4.019661245,4.011091928,4.027590296,4.109687049,4
194,BU00342406,4.000509199,3.996129063,3.976189036,3.999582065,4.05961895,4.03703297,4.025411519,4.139358621,4
195,BU00342501,3.70444612,3.655562748,3.66302244,3.677590175,3.74098299,3.776295517,3.822365528,3.807395736,3
196,BU00342502,3.765790886,3.747443871,3.769578989,3.766208632,3.83847413,3.847235139,3.840813805,3.823861016,3
197,BU00342503,3.808145045,3.806555628,3.843070249,3.925518886,3.979785339,4.03656721,4.078034541,3.9994067,3
198,BU00342601,4.041748865,3.967977019,3.936409928,3.949130385,4.051142303,4.07796587,4.094532316,4.112544263,4
199,BU00342602,3.999779688,3.910129039,3.892962711,3.857793875,3.950561261,4.00133625,4.056121417,4.057529528,4
200,BU00342603,3.884313354,3.842485674,3.835346306,3.846805432,3.902104478,3.922050876,3.967618937,3.9754916,3
201,BU00342604,3.823873671,3.762965375,3.776701349,3.803566314,3.886137837,3.882926713,3.893225038,3.880737431,3
202,BU00342605,4.002700396,3.964809899,3.958298456,3.997997201,4.091411236,4.103958657,4.119855463,4.062821996,4
203,BU00342606,3.962921045,3.870588044,3.838167889,3.860633772,3.998798237,4.011528485,4.042136462,4.024964199,3
204,BU00342607,4.074527337,4.053540141,3.993392216,3.934208291,4.083234052,4.06404616,4.112415084,4.103168558,4
205,BU00342609,4.134317671,4.066411063,4.103399534,3.782205091,4.084255617,4.275619054,4.329766105,4.270267618,1
206,BU00342701,3.831175458,3.794028562,3.852717603,3.769274944,3.90580017,3.922948627,3.936085875,3.884652462,3
207,BU00342702,3.896206035,3.88803263,3.912495494,3.832256869,3.88587286,3.924681677,3.970205049,3.994710615,3
208,BU00342703,3.911051657,3.893615969,3.897388572,3.855473244,3.912714643,3.923626879,3.940721619,3.991972601,3
209,BU00342704,3.925031289,3.882568405,3.907234547,3.880598421,3.947737474,3.936361029,3.93343129,3.9813778,3
210,BU00342705,3.945554646,3.925001702,3.945570798,3.905497712,3.95501556,3.940882166,3.986072652,4.035888827,3
211,BU00342706,3.751981755,3.725217511,3.882593115,3.877365432,3.959915477,3.916492661,3.918797024,3.990550538,3
212,BU00342801,4.069679974,4.012969003,3.983490268,4.009071538,4.047624461,4.077918895,4.122572855,4.145522634,4
213,BU00342802,4.019518256,4.047156335,4.0244575,4.020551162,4.068849973,4.103626277,4.138621737,4.170049622,4
214,BU00342803,4.170727477,4.16054826,4.116147583,4.161554288,4.201133355,4.215183284,4.250071265,4.256767563,1
215,BU00342804,3.960832898,3.892012189,3.888228867,3.948186233,3.989504781,4.003571338,4.049896634,4.028802666,4
216,BU00342805,3.899368834,3.811579339,3.84502228,3.854693175,3.875449106,3.917009089,3.98549684,3.927815204,3
217,BU00342806,3.90183172,3.863808691,3.862445759,3.900184938,3.951255808,3.954734841,3.98114801,4.010992916,3
218,BU00342807,4.113539365,4.020903276,3.979117155,4.0276201,4.089010377,4.079040943,4.111979787,4.130841546,4
219,BU00342808,4.01137505,3.966419358,3.939139701,3.99352715,4.069538751,4.053782565,4.104741935,4.08840452,4
220,BU00342809,4.182605018,4.090194231,4.022607749,4.07705485,4.054537469,4.078113385,4.104497536,4.142913501,1
221,BU00342901,3.961504964,3.856837486,3.858187865,3.873104638,3.916971755,3.932742695,3.942344577,3.960376346,3
222,BU00342902,4.095164554,4.026444691,3.987750404,4.007928425,4.055468475,4.058035647,4.055854241,4.086108796,4
223,BU00342903,3.991365318,3.944720238,3.907904355,3.935050314,4.013219934,3.976149108,4.013363774,4.003173918,4
224,BU00342904,3.878231732,3.866579971,3.789486441,3.832226111,3.851827669,3.849842484,3.850894775,3.87747094,3
225,BU00343001,3.983843378,3.973918803,3.993141261,3.98721731,4.040678286,4.079386734,4.093453481,4.10251764,4
226,BU00343002,4.017437796,3.934923263,3.924610849,3.907558969,3.964484055,3.957401513,3.957320541,3.973392613,3
227,BU00343003,4.080418547,4.034860385,4.000807007,3.99334271,4.057588669,4.061670143,4.069154974,4.09523122,4
228,BU00343004,4.236097729,4.19697341,4.159981776,4.134631896,4.161069064,4.201225442,4.199080765,4.225408794,1
229,BU00343005,3.955549793,3.95897906,3.934186719,3.916564876,3.968210461,4.013360215,4.013006809,4.035595418,4
230,BU00343006,4.056028486,3.996369166,3.983479485,3.932534576,4.056083615,4.019660251,4.143643748,3.715935099,4
231,BU00343007,4.178648458,4.20195276,4.129607562,4.062546308,4.132762659,4.175597854,4.140516378,4.156519405,1
232,BU00343101,4.264067772,4.275803127,4.240518388,4.267561376,4.313737983,4.349212815,4.336540533,4.337196859,2
233,BU00343102,4.066483135,4.04202144,4.214786793,4.207520934,4.195075385,4.248283691,4.227154584,4.252011936,1
234,BU00343103,4.105283814,4.104834224,4.097921785,4.058015804,4.062961366,4.131844912,4.109704674,4.136997345,1
235,BU00343104,4.069147167,4.121417175,4.140889449,4.07045853,4.129160542,4.130065862,4.143472828,4.144354262,1
236,BU00343105,4.059268604,4.033555676,4.200552605,4.193780534,4.215635082,4.252300535,4.242803473,4.251842533,1
238,BU00343401,3.993582811,4.128976837,4.103693406,4.165416411,4.235160874,4.233419338,4.201711918,4.267902687,1
239,BU00343403,3.869113212,3.832176194,3.938939706,3.978433398,4.009887706,4.223266894,4.06157811,4.097989199,4
240,BU00343501,4.123572443,4.085467476,4.036775367,4.068072093,4.0981879,4.139476566,4.122741283,4.06057228,1
