ID,lbm_2002,lbm_2008,lbm_2012,lbm_2014,lbm_2016,lbm_2018,lbm_2020,lbm_2022,cluster,2002-2008,2008-2012,2012-2014,2014-2016,2016-2018,2018-2020,2020-2022
WK017110,4.064047775,4.115248883,4.129578666,4.054583252,4.054668962,4.06629241,4.054206959,4.048211335,3,-0.24088334214724494,-0.09455228217386161,-1.0883514705396635,-0.40930563522749486,-0.6645223318977191,-0.7153142894045985,-0.7216230840175625
WK017111,4.186692614,4.137865869,4.146757158,4.111306683,4.111353126,4.139505785,4.107414933,4.066284646,2,-0.07794298439871941,-0.1822549801800734,-0.09412239657701535,-1.137194774929734,-0.14972063618768428,-0.29660765477258144,-0.6011155405492434
WK017112,4.248148625,4.181358171,4.23113427,4.215449858,4.155580974,4.210463323,4.212769662,4.247070042,2,-0.07794298439871941,-0.1822549801800734,-0.09412239657701535,-1.137194774929734,-0.14972063618768428,-0.29660765477258144,-0.6011155405492434
WK017301,4.010066001,4.065653719,4.059609046,4.10165453,4.123634282,4.115746352,4.145610613,4.164074436,1,0.614151058387212,0.4510378429115213,0.6383145628479032,0.7660180016247822,0.5707976176371208,1.167692605825072,0.8142266553815574
WK017302,4.109406292,4.121090602,4.108130153,4.150252563,4.180748384,4.163828057,4.202615833,4.215937937,1,0.614151058387212,0.4510378429115213,0.6383145628479032,0.7660180016247822,0.5707976176371208,1.167692605825072,0.8142266553815574
WK017303,3.987923543,4.026995678,4.027064644,4.064840447,4.081857286,4.070927429,4.103205575,4.139980391,1,0.614151058387212,0.4510378429115213,0.6383145628479032,0.7660180016247822,0.5707976176371208,1.167692605825072,0.8142266553815574
WK017304,4.123641293,4.169610863,4.189890965,4.20381808,4.237406414,4.222056288,4.246844065,4.271191082,1,0.614151058387212,0.4510378429115213,0.6383145628479032,0.7660180016247822,0.5707976176371208,1.167692605825072,0.8142266553815574
WK017305,4.261034182,4.273959737,4.279624734,4.299932751,4.299217041,4.310038222,4.311610001,4.333678686,4,-0.2822912618302014,-0.39978268888711016,0.12227790128428379,0.19375299722372308,-0.08309852105029897,-0.5166448590559003,0.05114639143159938
WK017306,4.048783872,4.057736354,4.053494586,4.053327883,4.100552417,4.087060259,4.11209224,4.127978149,3,-0.24088334214724494,-0.09455228217386161,-1.0883514705396635,-0.40930563522749486,-0.6645223318977191,-0.7153142894045985,-0.7216230840175625
WK017307,4.138091894,4.357898605,4.321443169,4.304240653,4.338360957,4.331940366,4.296687198,4.269050123,1,0.614151058387212,0.4510378429115213,0.6383145628479032,0.7660180016247822,0.5707976176371208,1.167692605825072,0.8142266553815574
WK017308,4.166248296,4.255494449,4.214049131,4.195008733,4.225788477,4.232549918,4.244668184,4.219207279,1,0.614151058387212,0.4510378429115213,0.6383145628479032,0.7660180016247822,0.5707976176371208,1.167692605825072,0.8142266553815574
WK017309,4.139224905,4.23264276,4.208947245,4.298107472,4.287190492,4.289121006,4.321041311,4.321698546,1,0.614151058387212,0.4510378429115213,0.6383145628479032,0.7660180016247822,0.5707976176371208,1.167692605825072,0.8142266553815574
WK017310,4.34100333,4.32601862,4.324236241,4.319455222,4.299448796,4.337458931,4.340479765,4.32155117,2,-0.07794298439871941,-0.1822549801800734,-0.09412239657701535,-1.137194774929734,-0.14972063618768428,-0.29660765477258144,-0.6011155405492434
WK017311,4.008444088,4.023428179,4.042698371,4.050927169,4.098237285,4.114071359,4.116127981,4.161232396,4,-0.2822912618302014,-0.39978268888711016,0.12227790128428379,0.19375299722372308,-0.08309852105029897,-0.5166448590559003,0.05114639143159938
WK017312,4.200666296,4.225967379,4.211944854,4.217270803,4.240118612,4.219222506,4.22245738,4.2418593,4,-0.2822912618302014,-0.39978268888711016,0.12227790128428379,0.19375299722372308,-0.08309852105029897,-0.5166448590559003,0.05114639143159938
WK017313,4.098320602,4.1327304,4.121511374,4.14257766,4.164807589,4.143683524,4.162855746,4.172372504,1,0.614151058387212,0.4510378429115213,0.6383145628479032,0.7660180016247822,0.5707976176371208,1.167692605825072,0.8142266553815574
WK017314,4.411730653,4.312039952,4.290644504,4.305736738,4.332623416,4.275630416,4.305491634,4.340326867,4,-0.2822912618302014,-0.39978268888711016,0.12227790128428379,0.19375299722372308,-0.08309852105029897,-0.5166448590559003,0.05114639143159938
WK017501,4.135042744,4.135460178,4.142504049,4.170113088,4.152808679,4.178788287,4.187894335,4.208745645,2,-0.07794298439871941,-0.1822549801800734,-0.09412239657701535,-1.137194774929734,-0.14972063618768428,-0.29660765477258144,-0.6011155405492434
WK017502,4.278127087,4.281296587,4.300235092,4.24492451,4.283316305,4.300924792,4.267020068,4.271116596,3,-0.24088334214724494,-0.09455228217386161,-1.0883514705396635,-0.40930563522749486,-0.6645223318977191,-0.7153142894045985,-0.7216230840175625
WK017503,4.457989804,4.365473332,4.306077563,4.286013082,4.327167908,4.253696542,4.260047017,4.289762244,3,-0.24088334214724494,-0.09455228217386161,-1.0883514705396635,-0.40930563522749486,-0.6645223318977191,-0.7153142894045985,-0.7216230840175625
WK017504,4.162965328,4.121027913,4.112144185,4.123170372,4.108380889,4.170186099,4.175474695,4.204733609,2,-0.07794298439871941,-0.1822549801800734,-0.09412239657701535,-1.137194774929734,-0.14972063618768428,-0.29660765477258144,-0.6011155405492434
WK017505,4.232070898,4.161826477,4.158868349,4.122366906,4.133049321,4.201715074,4.183835471,4.170247982,2,-0.07794298439871941,-0.1822549801800734,-0.09412239657701535,-1.137194774929734,-0.14972063618768428,-0.29660765477258144,-0.6011155405492434
WK017506,4.275319326,4.144179492,4.163088923,4.23475031,4.249973978,4.286774501,4.260792795,4.276105251,4,-0.2822912618302014,-0.39978268888711016,0.12227790128428379,0.19375299722372308,-0.08309852105029897,-0.5166448590559003,0.05114639143159938
WK017507,4.16847923,4.207943244,4.195780128,4.196215506,4.195454162,4.222462049,4.203262764,4.1892561,2,-0.07794298439871941,-0.1822549801800734,-0.09412239657701535,-1.137194774929734,-0.14972063618768428,-0.29660765477258144,-0.6011155405492434
WK017508,4.36327256,4.261469804,4.123324454,4.199397717,4.12453879,4.209376561,4.215923088,4.205115317,2,-0.07794298439871941,-0.1822549801800734,-0.09412239657701535,-1.137194774929734,-0.14972063618768428,-0.29660765477258144,-0.6011155405492434
WK017509,4.188514865,4.326611178,4.239315305,4.261672753,4.342100345,4.337446227,4.287107887,4.305227264,1,0.614151058387212,0.4510378429115213,0.6383145628479032,0.7660180016247822,0.5707976176371208,1.167692605825072,0.8142266553815574
WK017510,4.349631758,4.329040786,4.348096039,4.331818595,4.323951481,4.381805072,4.257028137,4.259262989,2,-0.07794298439871941,-0.1822549801800734,-0.09412239657701535,-1.137194774929734,-0.14972063618768428,-0.29660765477258144,-0.6011155405492434
WK017511,4.193793842,4.1225508,4.135025461,4.174511881,4.205535717,4.257397303,4.175909835,4.204389149,4,-0.2822912618302014,-0.39978268888711016,0.12227790128428379,0.19375299722372308,-0.08309852105029897,-0.5166448590559003,0.05114639143159938
WK017701,4.088848842,4.130329309,4.136656892,4.1744518,4.197345845,4.179314346,4.187716567,4.175153057,1,0.614151058387212,0.4510378429115213,0.6383145628479032,0.7660180016247822,0.5707976176371208,1.167692605825072,0.8142266553815574
WK017702,4.275909223,4.271479572,4.255324312,4.221197401,4.183335115,4.220262451,4.210364979,4.221946919,2,-0.07794298439871941,-0.1822549801800734,-0.09412239657701535,-1.137194774929734,-0.14972063618768428,-0.29660765477258144,-0.6011155405492434
WK017703,4.209220002,4.178197358,4.189672198,4.208984872,4.189810266,4.220427375,4.233399276,4.233074792,2,-0.07794298439871941,-0.1822549801800734,-0.09412239657701535,-1.137194774929734,-0.14972063618768428,-0.29660765477258144,-0.6011155405492434
WK017704,4.166646264,4.134846042,4.195132947,4.189563702,4.191877486,4.170902941,4.174124087,4.169326354,3,-0.24088334214724494,-0.09455228217386161,-1.0883514705396635,-0.40930563522749486,-0.6645223318977191,-0.7153142894045985,-0.7216230840175625
WK017705,4.235623937,4.225277631,4.229714217,4.208782311,4.236284443,4.208771663,4.186809549,4.183973113,3,-0.24088334214724494,-0.09455228217386161,-1.0883514705396635,-0.40930563522749486,-0.6645223318977191,-0.7153142894045985,-0.7216230840175625
WK017706,4.233192944,4.205418984,4.239954328,4.195940414,4.195894753,4.202623701,4.201804418,4.189521368,3,-0.24088334214724494,-0.09455228217386161,-1.0883514705396635,-0.40930563522749486,-0.6645223318977191,-0.7153142894045985,-0.7216230840175625
WK017707,4.112081572,4.152645748,4.16630915,4.168301054,4.201903901,4.188526321,4.21309353,4.217674518,1,0.614151058387212,0.4510378429115213,0.6383145628479032,0.7660180016247822,0.5707976176371208,1.167692605825072,0.8142266553815574
WK017708,4.170188365,4.087092386,4.137420792,4.151798178,4.215656182,4.187528288,4.177272506,4.184875517,3,-0.24088334214724494,-0.09455228217386161,-1.0883514705396635,-0.40930563522749486,-0.6645223318977191,-0.7153142894045985,-0.7216230840175625
WK017709,4.299940583,4.247306996,4.233226379,4.243607973,4.258570987,4.234830285,4.221806935,4.21258256,4,-0.2822912618302014,-0.39978268888711016,0.12227790128428379,0.19375299722372308,-0.08309852105029897,-0.5166448590559003,0.05114639143159938
WK018000,4.255145544,4.249746488,4.238900747,4.246458147,4.253553183,4.232984771,4.226610817,4.258582363,4,-0.2822912618302014,-0.39978268888711016,0.12227790128428379,0.19375299722372308,-0.08309852105029897,-0.5166448590559003,0.05114639143159938
WK018001,4.267055072,4.262329782,4.259118822,4.279854565,4.285158228,4.247219063,4.213790163,4.23336841,4,-0.2822912618302014,-0.39978268888711016,0.12227790128428379,0.19375299722372308,-0.08309852105029897,-0.5166448590559003,0.05114639143159938
WK018002,4.169809507,4.162781313,4.161186772,4.155474628,4.184768018,4.191490511,4.164223662,4.174517638,4,-0.2822912618302014,-0.39978268888711016,0.12227790128428379,0.19375299722372308,-0.08309852105029897,-0.5166448590559003,0.05114639143159938
WK018003,4.21869861,4.209583117,4.25337685,4.271312203,4.289780577,4.298666344,4.254330649,4.290483322,4,-0.2822912618302014,-0.39978268888711016,0.12227790128428379,0.19375299722372308,-0.08309852105029897,-0.5166448590559003,0.05114639143159938
WK018004,4.276565042,4.24932657,4.21906548,4.212505768,4.245235072,4.178948809,4.185920517,4.228766925,4,-0.2822912618302014,-0.39978268888711016,0.12227790128428379,0.19375299722372308,-0.08309852105029897,-0.5166448590559003,0.05114639143159938
WK018005,4.190894856,4.183717992,4.176025685,4.191478234,4.190303759,4.187539547,4.135100982,4.150572836,4,-0.2822912618302014,-0.39978268888711016,0.12227790128428379,0.19375299722372308,-0.08309852105029897,-0.5166448590559003,0.05114639143159938
WK018006,4.240243183,4.222275919,4.234292679,4.246092767,4.325847991,4.302101796,4.192678779,4.246370355,4,-0.2822912618302014,-0.39978268888711016,0.12227790128428379,0.19375299722372308,-0.08309852105029897,-0.5166448590559003,0.05114639143159938
WK018007,4.217026124,4.188021446,4.190044459,4.240869341,4.2420844,4.243367179,4.182486129,4.194524891,4,-0.2822912618302014,-0.39978268888711016,0.12227790128428379,0.19375299722372308,-0.08309852105029897,-0.5166448590559003,0.05114639143159938
WK018300,4.160840384,4.166694241,4.215717764,4.223590013,4.242598522,4.266050821,4.241787286,4.241717005,4,-0.2822912618302014,-0.39978268888711016,0.12227790128428379,0.19375299722372308,-0.08309852105029897,-0.5166448590559003,0.05114639143159938
WK018301,4.233257023,4.238642958,4.241928458,4.220293928,4.23469293,4.249633736,4.252431218,4.250466505,3,-0.24088334214724494,-0.09455228217386161,-1.0883514705396635,-0.40930563522749486,-0.6645223318977191,-0.7153142894045985,-0.7216230840175625
WK018302,4.259217286,4.23457535,4.241641698,4.252552134,4.235433657,4.275302712,4.27244621,4.252272399,2,-0.07794298439871941,-0.1822549801800734,-0.09412239657701535,-1.137194774929734,-0.14972063618768428,-0.29660765477258144,-0.6011155405492434
WK018303,4.151126192,4.198973606,4.204798486,4.190692945,4.236272426,4.247661704,4.241834946,4.234403207,3,-0.24088334214724494,-0.09455228217386161,-1.0883514705396635,-0.40930563522749486,-0.6645223318977191,-0.7153142894045985,-0.7216230840175625
WK018304,4.142546993,4.165165265,4.163982267,4.134765898,4.134892614,4.198209884,4.183410952,4.155087782,2,-0.07794298439871941,-0.1822549801800734,-0.09412239657701535,-1.137194774929734,-0.14972063618768428,-0.29660765477258144,-0.6011155405492434
WK018305,4.181551884,4.21535816,4.226106585,4.229038434,4.275292007,4.295064841,4.268969329,4.277158581,3,-0.24088334214724494,-0.09455228217386161,-1.0883514705396635,-0.40930563522749486,-0.6645223318977191,-0.7153142894045985,-0.7216230840175625
WK018306,4.132252979,4.134907138,4.166861368,4.17991183,4.209328283,4.219962795,4.189794671,4.208694741,4,-0.2822912618302014,-0.39978268888711016,0.12227790128428379,0.19375299722372308,-0.08309852105029897,-0.5166448590559003,0.05114639143159938
WK018307,4.216583827,4.209754456,4.20751481,4.234874617,4.280968022,4.285955243,4.236037148,4.243598354,4,-0.2822912618302014,-0.39978268888711016,0.12227790128428379,0.19375299722372308,-0.08309852105029897,-0.5166448590559003,0.05114639143159938
WK018400,3.955608506,3.969955325,3.971618222,4.017720634,4.051375539,4.065893952,4.044408857,4.068962753,4,-0.2822912618302014,-0.39978268888711016,0.12227790128428379,0.19375299722372308,-0.08309852105029897,-0.5166448590559003,0.05114639143159938
WK018900,4.118030974,4.126980352,4.151064456,4.164194128,4.191180709,4.18080437,4.201271139,4.182317884,1,0.614151058387212,0.4510378429115213,0.6383145628479032,0.7660180016247822,0.5707976176371208,1.167692605825072,0.8142266553815574
WK018901,4.284823238,4.282650669,4.303770309,4.310321909,4.330892128,4.326192026,4.3259989,4.295976431,1,0.614151058387212,0.4510378429115213,0.6383145628479032,0.7660180016247822,0.5707976176371208,1.167692605825072,0.8142266553815574
WK018902,4.222525614,4.279872324,4.277034071,4.23185571,4.270726393,4.273876565,4.253794388,4.240314537,3,-0.24088334214724494,-0.09455228217386161,-1.0883514705396635,-0.40930563522749486,-0.6645223318977191,-0.7153142894045985,-0.7216230840175625
WK018903,4.165267575,4.168852149,4.181661135,4.193067593,4.212496494,4.213362661,4.218654787,4.196182381,1,0.614151058387212,0.4510378429115213,0.6383145628479032,0.7660180016247822,0.5707976176371208,1.167692605825072,0.8142266553815574
WK018904,4.216940075,4.222250451,4.250311623,4.260570757,4.275926187,4.295521844,4.276748663,4.268606097,4,-0.2822912618302014,-0.39978268888711016,0.12227790128428379,0.19375299722372308,-0.08309852105029897,-0.5166448590559003,0.05114639143159938
WK018905,4.319167636,4.299798948,4.301647529,4.318833128,4.318118665,4.32764112,4.334087318,4.305428026,2,-0.07794298439871941,-0.1822549801800734,-0.09412239657701535,-1.137194774929734,-0.14972063618768428,-0.29660765477258144,-0.6011155405492434
WK019310,4.263762297,4.206687106,4.215758958,4.196747741,4.223677013,4.196371629,4.215132768,4.223588724,3,-0.24088334214724494,-0.09455228217386161,-1.0883514705396635,-0.40930563522749486,-0.6645223318977191,-0.7153142894045985,-0.7216230840175625
WK019311,3.978104222,3.971228091,3.968652731,4.072703981,4.089603927,4.045672747,4.026547077,4.03016493,4,-0.2822912618302014,-0.39978268888711016,0.12227790128428379,0.19375299722372308,-0.08309852105029897,-0.5166448590559003,0.05114639143159938
WK019312,4.161585197,4.121041521,4.108285418,4.181600854,4.221361078,4.200879992,4.226552188,4.21222581,4,-0.2822912618302014,-0.39978268888711016,0.12227790128428379,0.19375299722372308,-0.08309852105029897,-0.5166448590559003,0.05114639143159938
WK019313,4.118737435,4.104532564,4.116391504,4.143564384,4.152799244,4.169643178,4.1965097,4.17173489,1,0.614151058387212,0.4510378429115213,0.6383145628479032,0.7660180016247822,0.5707976176371208,1.167692605825072,0.8142266553815574
WK019314,4.161916434,4.177858105,4.183649637,4.196828477,4.221998358,4.181201111,4.175260293,4.189454219,4,-0.2822912618302014,-0.39978268888711016,0.12227790128428379,0.19375299722372308,-0.08309852105029897,-0.5166448590559003,0.05114639143159938
WK019320,4.22887338,4.188859083,4.203873191,4.335893205,4.310672921,4.247678584,4.225905257,4.282265094,4,-0.2822912618302014,-0.39978268888711016,0.12227790128428379,0.19375299722372308,-0.08309852105029897,-0.5166448590559003,0.05114639143159938
WK019321,4.129898797,4.093009667,4.105127479,4.149729913,4.156876769,4.133290202,4.153475539,4.137769093,4,-0.2822912618302014,-0.39978268888711016,0.12227790128428379,0.19375299722372308,-0.08309852105029897,-0.5166448590559003,0.05114639143159938
WK019322,4.085994613,4.150289344,4.149192935,4.137088797,4.145141802,4.133883636,4.145250834,4.144323104,1,0.614151058387212,0.4510378429115213,0.6383145628479032,0.7660180016247822,0.5707976176371208,1.167692605825072,0.8142266553815574
WK019330,3.85414667,3.828581368,3.870902659,3.894675711,3.906342655,3.976175263,3.953362565,3.926238212,2,-0.07794298439871941,-0.1822549801800734,-0.09412239657701535,-1.137194774929734,-0.14972063618768428,-0.29660765477258144,-0.6011155405492434
WK019331,4.067921081,4.067986548,4.1003165,4.122497298,4.151251946,4.159887423,4.182895862,4.177411108,1,0.614151058387212,0.4510378429115213,0.6383145628479032,0.7660180016247822,0.5707976176371208,1.167692605825072,0.8142266553815574
WK019332,4.312164082,4.328670763,4.335815025,4.347781177,4.355355687,4.383181561,4.377665566,4.373243339,2,-0.07794298439871941,-0.1822549801800734,-0.09412239657701535,-1.137194774929734,-0.14972063618768428,-0.29660765477258144,-0.6011155405492434
WK019340,4.264687949,4.226722474,4.239354728,4.240769183,4.291200298,4.271304957,4.267712459,4.231189576,3,-0.24088334214724494,-0.09455228217386161,-1.0883514705396635,-0.40930563522749486,-0.6645223318977191,-0.7153142894045985,-0.7216230840175625
WK019341,4.272195143,4.186304378,4.200511629,4.265389215,4.254055286,4.265150878,4.256704977,4.274847632,4,-0.2822912618302014,-0.39978268888711016,0.12227790128428379,0.19375299722372308,-0.08309852105029897,-0.5166448590559003,0.05114639143159938
WK019350,4.15305503,4.112658725,4.138916673,4.212244576,4.22149146,4.211022457,4.228630076,4.230046179,4,-0.2822912618302014,-0.39978268888711016,0.12227790128428379,0.19375299722372308,-0.08309852105029897,-0.5166448590559003,0.05114639143159938
WK019351,4.043490342,4.033106017,4.054437732,4.110646147,4.148457096,4.130460249,4.148899908,4.155312399,4,-0.2822912618302014,-0.39978268888711016,0.12227790128428379,0.19375299722372308,-0.08309852105029897,-0.5166448590559003,0.05114639143159938
WK019352,4.199958245,4.150601984,4.162993665,4.247673726,4.246516085,4.245183216,4.25361615,4.24619129,4,-0.2822912618302014,-0.39978268888711016,0.12227790128428379,0.19375299722372308,-0.08309852105029897,-0.5166448590559003,0.05114639143159938
WK019701,4.239273184,4.192033398,4.208208937,4.223361693,4.225079872,4.240662902,4.215698122,4.215432029,4,-0.2822912618302014,-0.39978268888711016,0.12227790128428379,0.19375299722372308,-0.08309852105029897,-0.5166448590559003,0.05114639143159938
WK019702,4.183683998,4.157038255,4.159569888,4.152092126,4.193089817,4.19556658,4.1916053,4.185201896,3,-0.24088334214724494,-0.09455228217386161,-1.0883514705396635,-0.40930563522749486,-0.6645223318977191,-0.7153142894045985,-0.7216230840175625
WK019703,4.095273519,4.081839233,4.094695647,4.100692741,4.12548384,4.127295623,4.140455989,4.140210224,3,-0.24088334214724494,-0.09455228217386161,-1.0883514705396635,-0.40930563522749486,-0.6645223318977191,-0.7153142894045985,-0.7216230840175625
WK019704,4.029471775,4.04757944,4.059972473,4.068369076,4.087151292,4.077010091,4.099464086,4.087601917,1,0.614151058387212,0.4510378429115213,0.6383145628479032,0.7660180016247822,0.5707976176371208,1.167692605825072,0.8142266553815574
WK020001,4.061160962,4.093750925,4.106771114,4.051796059,4.08874015,4.102333099,4.142024013,4.160880489,3,-0.24088334214724494,-0.09455228217386161,-1.0883514705396635,-0.40930563522749486,-0.6645223318977191,-0.7153142894045985,-0.7216230840175625
WK020002,4.22490902,4.211687642,4.210540555,4.223475569,4.233133193,4.236729314,4.256416156,4.280513095,4,-0.2822912618302014,-0.39978268888711016,0.12227790128428379,0.19375299722372308,-0.08309852105029897,-0.5166448590559003,0.05114639143159938
WK020003,4.189335179,4.163900165,4.207095926,4.210326396,4.223933432,4.224930457,4.246026135,4.228129341,3,-0.24088334214724494,-0.09455228217386161,-1.0883514705396635,-0.40930563522749486,-0.6645223318977191,-0.7153142894045985,-0.7216230840175625
WK020004,4.02728198,4.014657056,4.010006159,4.018698385,4.042319175,4.046064766,4.084216338,4.079246794,1,0.614151058387212,0.4510378429115213,0.6383145628479032,0.7660180016247822,0.5707976176371208,1.167692605825072,0.8142266553815574
WK020005,3.999920083,4.015696873,4.061345796,4.05684602,4.079104432,4.070348145,4.093020048,4.122895293,3,-0.24088334214724494,-0.09455228217386161,-1.0883514705396635,-0.40930563522749486,-0.6645223318977191,-0.7153142894045985,-0.7216230840175625
WK020006,4.135347974,4.167764474,4.162872695,4.148706098,4.160859608,4.186747579,4.21138345,4.21173543,1,0.614151058387212,0.4510378429115213,0.6383145628479032,0.7660180016247822,0.5707976176371208,1.167692605825072,0.8142266553815574
WK020007,4.061955538,4.078953726,4.097747771,4.083785471,4.097435639,4.119744576,4.121635824,4.110723398,3,-0.24088334214724494,-0.09455228217386161,-1.0883514705396635,-0.40930563522749486,-0.6645223318977191,-0.7153142894045985,-0.7216230840175625
WK020008,4.27523588,4.248875239,4.253978949,4.264218397,4.258539265,4.270104992,4.294025741,4.318461401,4,-0.2822912618302014,-0.39978268888711016,0.12227790128428379,0.19375299722372308,-0.08309852105029897,-0.5166448590559003,0.05114639143159938
WK020010,4.201646596,4.205156287,4.189198046,4.156866936,4.199903875,4.210509024,4.156938543,4.195563882,3,-0.24088334214724494,-0.09455228217386161,-1.0883514705396635,-0.40930563522749486,-0.6645223318977191,-0.7153142894045985,-0.7216230840175625
WK020011,4.326293894,4.44009716,4.436739968,4.445140506,4.444004233,4.441469153,4.365822887,4.417882397,4,-0.2822912618302014,-0.39978268888711016,0.12227790128428379,0.19375299722372308,-0.08309852105029897,-0.5166448590559003,0.05114639143159938
WK020012,4.275615275,4.214376743,4.248931455,4.287561478,4.323610437,4.306864546,4.30190497,4.31072898,4,-0.2822912618302014,-0.39978268888711016,0.12227790128428379,0.19375299722372308,-0.08309852105029897,-0.5166448590559003,0.05114639143159938
WK020013,4.149393004,4.136456036,4.143802132,4.201340806,4.217408709,4.19296946,4.183427955,4.192857552,4,-0.2822912618302014,-0.39978268888711016,0.12227790128428379,0.19375299722372308,-0.08309852105029897,-0.5166448590559003,0.05114639143159938
WK020014,4.228951976,4.202249473,4.214941198,4.243099979,4.273416197,4.259083169,4.273103167,4.286354341,4,-0.2822912618302014,-0.39978268888711016,0.12227790128428379,0.19375299722372308,-0.08309852105029897,-0.5166448590559003,0.05114639143159938
WK020015,4.313012887,4.269022232,4.270922338,4.274243014,4.296108762,4.282748755,4.272603084,4.25973119,3,-0.24088334214724494,-0.09455228217386161,-1.0883514705396635,-0.40930563522749486,-0.6645223318977191,-0.7153142894045985,-0.7216230840175625
WK020016,4.184948648,4.153316894,4.147233366,4.215426454,4.211002212,4.231973586,4.203389629,4.203011075,4,-0.2822912618302014,-0.39978268888711016,0.12227790128428379,0.19375299722372308,-0.08309852105029897,-0.5166448590559003,0.05114639143159938
WK020017,4.34504227,4.317393592,4.323033882,4.33914882,4.350282126,4.345005955,4.337829877,4.354452763,4,-0.2822912618302014,-0.39978268888711016,0.12227790128428379,0.19375299722372308,-0.08309852105029897,-0.5166448590559003,0.05114639143159938
WK020201,3.964324987,3.99758634,4.050903817,4.029218618,4.018650426,4.049563545,4.09776423,4.10044701,1,0.614151058387212,0.4510378429115213,0.6383145628479032,0.7660180016247822,0.5707976176371208,1.167692605825072,0.8142266553815574
WK020202,3.893297303,3.974349373,4.018309807,3.99939166,3.990219533,4.030586778,4.056116622,4.048162504,1,0.614151058387212,0.4510378429115213,0.6383145628479032,0.7660180016247822,0.5707976176371208,1.167692605825072,0.8142266553815574
WK020203,3.785797247,3.826416235,3.882358605,3.870448015,3.862302749,3.871106038,3.920664531,3.934939876,1,0.614151058387212,0.4510378429115213,0.6383145628479032,0.7660180016247822,0.5707976176371208,1.167692605825072,0.8142266553815574
WK020204,3.78831346,3.751577792,3.816158253,3.784340723,3.818770639,3.842216661,3.863378649,3.829647808,3,-0.24088334214724494,-0.09455228217386161,-1.0883514705396635,-0.40930563522749486,-0.6645223318977191,-0.7153142894045985,-0.7216230840175625
WK020205,3.936128128,3.907081215,3.940351132,3.91991179,3.913602996,3.955251234,3.956260924,3.932945083,2,-0.07794298439871941,-0.1822549801800734,-0.09412239657701535,-1.137194774929734,-0.14972063618768428,-0.29660765477258144,-0.6011155405492434
WK020206,4.072490531,4.127006396,4.14757923,4.133474051,4.153210377,4.189144547,4.221180363,4.207946101,1,0.614151058387212,0.4510378429115213,0.6383145628479032,0.7660180016247822,0.5707976176371208,1.167692605825072,0.8142266553815574
WK020207,3.803190945,3.860261319,3.9525727,3.943138072,3.982218939,4.011496553,4.062924545,4.042030927,1,0.614151058387212,0.4510378429115213,0.6383145628479032,0.7660180016247822,0.5707976176371208,1.167692605825072,0.8142266553815574
WK020208,4.220087709,4.220171187,4.238043005,4.205014172,4.241032986,4.243928732,4.246277874,4.206783813,3,-0.24088334214724494,-0.09455228217386161,-1.0883514705396635,-0.40930563522749486,-0.6645223318977191,-0.7153142894045985,-0.7216230840175625
WK020209,4.20312351,4.179265335,4.212282268,4.221401698,4.238644191,4.261852047,4.24221618,4.266450958,4,-0.2822912618302014,-0.39978268888711016,0.12227790128428379,0.19375299722372308,-0.08309852105029897,-0.5166448590559003,0.05114639143159938
WK020210,3.931492591,3.893630679,3.934647056,3.924447377,3.948855265,3.964439786,3.979190456,3.961114701,3,-0.24088334214724494,-0.09455228217386161,-1.0883514705396635,-0.40930563522749486,-0.6645223318977191,-0.7153142894045985,-0.7216230840175625
WK020211,4.082303854,4.078808893,4.158220237,4.135778921,4.158975972,4.171068704,4.17725928,4.156205983,3,-0.24088334214724494,-0.09455228217386161,-1.0883514705396635,-0.40930563522749486,-0.6645223318977191,-0.7153142894045985,-0.7216230840175625
WK020212,4.229328157,4.25527002,4.268507691,4.321618242,4.348560217,4.32455931,4.314964422,4.342756929,4,-0.2822912618302014,-0.39978268888711016,0.12227790128428379,0.19375299722372308,-0.08309852105029897,-0.5166448590559003,0.05114639143159938
WK020213,4.32175118,4.291674428,4.296651908,4.335158638,4.315288376,4.34744423,4.313194784,4.326567915,2,-0.07794298439871941,-0.1822549801800734,-0.09412239657701535,-1.137194774929734,-0.14972063618768428,-0.29660765477258144,-0.6011155405492434
WK020214,4.078006213,4.083232993,4.114200789,4.183530988,4.200378112,4.201482713,4.194908482,4.205912906,4,-0.2822912618302014,-0.39978268888711016,0.12227790128428379,0.19375299722372308,-0.08309852105029897,-0.5166448590559003,0.05114639143159938
WK020215,4.282405267,4.260492785,4.213911971,4.316846968,4.321397298,4.32922656,4.31328606,4.308482892,4,-0.2822912618302014,-0.39978268888711016,0.12227790128428379,0.19375299722372308,-0.08309852105029897,-0.5166448590559003,0.05114639143159938
WK020216,3.712714601,3.834238434,3.859969033,3.845973194,3.886399326,3.920956409,3.934422831,3.961715272,1,0.614151058387212,0.4510378429115213,0.6383145628479032,0.7660180016247822,0.5707976176371208,1.167692605825072,0.8142266553815574
WK020217,3.666451107,3.733676761,3.883127984,3.849049746,3.877453804,3.907612741,3.929827053,3.893431683,0,-1.0782518625587045,2.5242364239689303,2.2281865257665565,2.1418067478664775,2.090628076893497,2.1271706372910013,1.730459072443132
WK020218,3.680060433,3.688261943,3.781271053,3.778254948,3.78652115,3.79797238,3.848642526,3.870481073,0,-1.0782518625587045,2.5242364239689303,2.2281865257665565,2.1418067478664775,2.090628076893497,2.1271706372910013,1.730459072443132
